node,cpu_energy_mj,lpm_energy_mj,radio_tx_energy_mj,radio_rx_energy_mj,total_energy_mj,node_time,total_sent,total_received,bytes_tx,bytes_rx,r2n_latency,lqi,rssi,server_sent,server_received,server_bytes_rx,n2r_latency,hops,rtt_latency,root_time_now
fd00::202:2:2:2,18,0,2,202,222,396455,37,37,60,12,180,100,-83,37,74,60,18446744073709551506,0,37,396345
fd00::202:2:2:2,18,0,2,202,222,406888,38,38,60,12,174,100,-83,38,76,60,18446744073709551481,0,23,406753
fd00::202:2:2:2,18,0,3,201,222,417321,39,39,60,12,182,100,-83,39,78,60,18446744073709551508,0,59,417213
fd00::202:2:2:2,18,0,2,202,222,427754,40,40,60,12,181,100,-83,40,80,60,18446744073709551477,0,32,427615
fd00::202:2:2:2,18,0,2,202,222,438187,41,41,60,12,184,100,-83,41,82,60,18446744073709551494,0,24,438065
fd00::202:2:2:2,18,0,2,202,222,448620,42,42,60,12,191,100,-83,42,84,60,18446744073709551489,0,29,448493
fd00::202:2:2:2,18,0,3,201,222,459053,43,43,60,12,175,100,-83,43,86,60,18446744073709551489,0,33,458926
fd00::202:2:2:2,18,0,3,201,222,469486,44,44,60,12,180,100,-83,44,88,60,18446744073709551486,0,32,469356
fd00::202:2:2:2,18,0,2,202,222,479919,45,45,60,12,185,100,-83,45,90,60,18446744073709551491,0,43,479794
fd00::202:2:2:2,18,0,2,202,222,490352,46,47,60,12,184,100,-83,47,93,60,68,0,28,490420
fd00::202:2:2:2,18,0,4,200,222,500785,47,48,60,12,180,100,-83,48,95,60,18446744073709551508,0,34,500677
fd00::202:2:2:2,18,0,3,201,222,511218,48,49,60,12,180,100,-83,49,97,60,18446744073709551495,0,44,511097
fd00::202:2:2:2,18,0,2,202,222,521651,49,50,60,12,175,100,-83,50,99,60,18446744073709551510,0,54,521545
fd00::202:2:2:2,18,0,2,202,222,532084,50,51,60,12,180,100,-83,51,101,60,18446744073709551515,0,23,531983
fd00::202:2:2:2,18,0,2,202,222,542517,51,52,60,12,175,100,-83,52,103,60,18446744073709551481,0,45,542382
fd00::202:2:2:2,18,0,2,202,222,552950,52,53,60,12,180,100,-83,53,105,60,18446744073709551478,0,39,552812
fd00::202:2:2:2,18,0,2,202,222,563383,53,54,60,12,181,100,-83,54,107,60,18446744073709551492,0,22,563259
fd00::202:2:2:2,18,0,2,202,222,573816,54,55,60,12,175,100,-83,55,109,60,18446744073709551501,0,28,573701
fd00::202:2:2:2,18,0,2,202,222,584249,55,56,60,12,187,100,-83,56,111,60,18446744073709551506,0,30,584139
fd00::202:2:2:2,18,0,2,202,222,594682,56,57,60,12,180,100,-83,57,113,60,18446744073709551486,0,26,594552
fd00::202:2:2:2,18,0,3,202,223,605115,57,58,60,12,180,100,-83,58,115,60,18446744073709551509,0,30,605008
fd00::202:2:2:2,18,0,2,202,222,615548,58,59,60,12,186,100,-83,59,117,60,18446744073709551503,0,78,615435
fd00::202:2:2:2,18,0,3,202,223,625981,59,60,60,12,180,100,-83,60,119,60,18446744073709551517,0,78,625882
fd00::202:2:2:2,18,0,2,202,222,636414,60,61,60,12,175,100,-83,61,121,60,18446744073709551496,0,22,636294
fd00::202:2:2:2,18,0,2,202,222,646847,61,62,60,12,180,100,-83,62,123,60,18446744073709551477,0,28,646708
fd00::202:2:2:2,18,0,3,201,222,657280,62,63,60,12,181,100,-83,63,125,60,18446744073709551477,0,26,657141
fd00::202:2:2:2,18,0,2,202,222,667713,63,64,60,12,180,100,-83,64,127,60,18446744073709551501,0,51,667598
fd00::202:2:2:2,18,0,2,202,222,678146,64,65,60,12,182,100,-83,65,129,60,18446744073709551476,0,34,678006
fd00::202:2:2:2,18,0,2,202,222,688584,65,66,60,12,189,100,-83,66,131,60,18446744073709551492,0,40,688460
fd00::202:2:2:2,18,0,2,202,222,699012,66,67,60,12,175,100,-83,67,133,60,18446744073709551503,0,50,698899
fd00::202:2:2:2,18,0,3,201,222,709445,67,68,60,12,179,100,-83,68,135,60,18446744073709551510,0,24,709339
fd00::202:2:2:2,18,0,2,202,222,719878,68,69,60,12,175,100,-83,69,137,60,18446744073709551505,0,17,719767
fd00::202:2:2:2,18,0,3,201,222,730311,69,71,60,12,188,100,-83,71,140,60,171,0,98,730482
fd00::202:2:2:2,18,0,3,201,222,740744,70,72,60,12,180,100,-83,72,142,60,18446744073709551479,0,180,740607
fd00::202:2:2:2,18,0,4,200,222,751177,71,73,60,12,180,100,-83,73,144,60,18446744073709551516,0,60,751077
fd00::202:2:2:2,18,0,3,202,223,761610,72,74,60,12,175,100,-83,74,146,60,18446744073709551513,0,20,761507
fd00::202:2:2:2,18,0,2,202,222,772043,73,75,60,12,175,100,-83,75,148,60,18446744073709551542,0,18,771969
fd00::202:2:2:2,18,0,2,202,222,782476,74,76,60,12,180,100,-83,76,150,60,18446744073709551517,0,31,782377
fd00::202:2:2:2,18,0,2,202,222,792909,75,77,60,12,443,100,-83,77,152,60,18446744073709551483,0,151,792776
fd00::202:2:2:2,18,0,2,202,222,803342,76,78,60,12,180,100,-83,78,154,60,18446744073709551499,0,43,803225
fd00::202:2:2:2,18,0,3,202,223,813775,77,79,60,12,193,100,-83,79,156,60,18446744073709551502,0,66,813661
fd00::202:2:2:2,18,0,3,202,223,824208,78,80,60,12,180,100,-83,80,158,60,18446744073709551503,0,37,824095
fd00::202:2:2:2,18,0,3,201,222,834641,79,81,60,12,181,100,-83,81,160,60,18446744073709551496,0,29,834521
fd00::202:2:2:2,18,0,2,202,222,845074,80,82,60,12,175,100,-83,82,162,60,18446744073709551495,0,21,844953
fd00::202:2:2:2,18,0,2,202,222,855507,81,83,60,12,175,100,-83,83,164,60,18446744073709551492,0,18,855383
fd00::202:2:2:2,18,0,2,202,222,865940,82,84,60,12,175,100,-83,84,166,60,18446744073709551494,0,30,865818
fd00::202:2:2:2,18,0,3,202,223,876373,83,85,60,12,180,100,-83,85,168,60,18446744073709551505,0,25,876262
fd00::202:2:2:2,18,0,3,201,222,886806,84,86,60,12,185,100,-83,86,170,60,18446744073709551489,0,59,886679
fd00::202:2:2:2,18,0,3,201,222,897239,85,87,60,12,180,100,-83,87,172,60,18446744073709551505,0,36,897128
fd00::202:2:2:2,18,0,3,201,222,907672,86,88,60,12,180,100,-83,88,174,60,18446744073709551512,0,74,907568
fd00::202:2:2:2,18,0,3,201,222,918105,87,89,60,12,180,100,-83,89,176,60,18446744073709551510,0,27,917999
fd00::202:2:2:2,18,0,3,201,222,928538,88,90,60,12,180,100,-83,90,178,60,18446744073709551503,0,28,928425
fd00::202:2:2:2,18,0,2,202,222,938971,89,91,60,12,186,100,-83,91,180,60,18446744073709551478,0,76,938833
fd00::202:2:2:2,18,0,2,202,222,949404,90,92,60,12,253,100,-83,92,182,60,18446744073709551488,0,118,949276
fd00::202:2:2:2,18,0,3,201,222,959837,91,93,60,12,175,100,-83,93,184,60,18446744073709551498,0,17,959719
fd00::202:2:2:2,18,0,3,201,222,980705,93,96,60,12,175,100,-83,96,188,60,18446744073709551515,0,33,980604
fd00::202:2:2:2,18,0,3,201,222,991136,94,97,60,12,180,100,-83,97,190,60,18446744073709551495,0,52,991015
fd00::202:2:2:2,18,0,2,202,222,1001569,95,98,60,12,189,100,-83,98,192,60,18446744073709551497,0,53,1001450
fd00::202:2:2:2,18,0,2,202,222,1012002,96,99,60,12,180,100,-83,99,194,60,18446744073709551500,0,51,1011886
fd00::202:2:2:2,18,0,2,202,222,1022435,97,100,60,12,180,100,-83,100,196,60,18446744073709551503,0,31,1022322
fd00::202:2:2:2,18,0,3,201,222,1032868,98,101,60,12,180,100,-83,101,198,60,18446744073709551566,0,58,1032818
fd00::202:2:2:2,18,0,3,201,222,1043301,99,102,60,12,175,100,-83,102,200,60,18446744073709551482,0,43,1043167
fd00::202:2:2:2,18,0,2,202,222,1053734,100,103,60,12,187,100,-83,103,202,60,18446744073709551493,0,27,1053611
fd00::202:2:2:2,18,0,2,202,222,1064167,101,104,60,12,175,100,-83,104,204,60,18446744073709551514,0,89,1064065
fd00::202:2:2:2,18,0,2,202,222,1074600,102,105,60,12,186,100,-83,105,206,60,18446744073709551512,0,27,1074496
fd00::202:2:2:2,18,0,3,202,223,1085033,103,106,60,12,204,100,-83,106,208,60,18446744073709551499,0,88,1084916
fd00::202:2:2:2,18,0,3,201,222,1095466,104,107,60,12,184,100,-83,107,210,60,18446744073709551488,0,30,1095338
fd00::202:2:2:2,18,0,2,202,222,1105899,105,108,60,12,175,100,-83,108,212,60,18446744073709551480,0,26,1105763
fd00::202:2:2:2,18,0,2,202,222,1116332,106,109,60,12,175,100,-83,109,214,60,18446744073709551499,0,29,1116215
fd00::202:2:2:2,18,0,3,202,223,1126765,107,110,60,12,180,100,-83,110,216,60,18446744073709551516,0,25,1126665
fd00::202:2:2:2,18,0,3,201,222,1137198,108,111,60,12,187,100,-83,111,218,60,18446744073709551506,0,47,1137088
fd00::202:2:2:2,18,0,2,202,222,1147631,109,112,60,12,186,100,-83,112,220,60,11,0,84,1147642
fd00::202:2:2:2,18,0,3,201,222,1158064,110,113,60,12,180,100,-83,113,222,60,18446744073709551506,0,32,1157954
fd00::202:2:2:2,18,0,3,201,222,1168497,111,114,60,12,180,100,-83,114,224,60,18446744073709551494,0,36,1168375
fd00::202:2:2:2,18,0,2,202,222,1178930,112,115,60,12,175,100,-83,115,226,60,18446744073709551495,0,212,1178809
fd00::202:2:2:2,18,0,3,202,223,1189363,113,116,60,12,180,100,-83,116,228,60,18446744073709551495,0,44,1189242
fd00::202:2:2:2,18,0,2,202,222,1199796,114,117,60,12,181,100,-83,117,230,60,18446744073709551481,0,37,1199661
fd00::202:2:2:2,18,0,4,200,222,1220667,116,120,60,12,180,100,-83,120,234,60,18446744073709551551,0,20,1220602
fd00::202:2:2:2,18,0,4,200,222,1231095,117,121,60,12,179,100,-83,121,236,60,18446744073709551485,0,20,1230964
fd00::202:2:2:2,18,0,3,201,222,1241528,118,122,60,12,180,100,-83,122,238,60,18446744073709551501,0,26,1241413
fd00::202:2:2:2,18,0,2,202,222,1251961,119,123,60,12,175,100,-83,123,240,60,18446744073709551513,0,53,1251858
fd00::202:2:2:2,18,0,2,202,222,1262394,120,124,60,12,180,100,-83,124,242,60,18446744073709551479,0,45,1262257
fd00::202:2:2:2,18,0,3,201,222,1272827,121,125,60,12,180,100,-83,125,244,60,18446744073709551506,0,21,1272717
fd00::202:2:2:2,18,0,2,202,222,1283260,122,126,60,12,188,100,-83,126,246,60,18446744073709551517,0,24,1283161
fd00::202:2:2:2,18,0,2,202,222,1293693,123,127,60,12,175,100,-83,127,248,60,18446744073709551491,0,24,1293568
fd00::202:2:2:2,18,0,2,202,222,1304126,124,128,60,12,180,100,-83,128,250,60,18446744073709551501,0,29,1304011
fd00::202:2:2:2,18,0,2,202,222,1314559,125,129,60,12,180,100,-83,129,252,60,18446744073709551498,0,70,1314441
fd00::202:2:2:2,18,0,3,202,223,1324992,126,130,60,12,181,100,-83,130,254,60,18446744073709551477,0,31,1324853
fd00::202:2:2:2,18,0,3,202,223,1335425,127,131,60,12,181,100,-83,131,256,60,18446744073709551517,0,66,1335326
fd00::202:2:2:2,18,0,3,202,223,1345858,128,132,60,12,182,100,-83,132,258,60,18446744073709551495,0,66,1345737
fd00::202:2:2:2,18,0,2,202,222,1356291,129,133,60,12,175,100,-83,133,260,60,18446744073709551479,0,31,1356154
fd00::202:2:2:2,18,0,2,202,222,1366724,130,134,60,12,175,100,-83,134,262,60,18446744073709551512,0,27,1366620
fd00::202:2:2:2,18,0,2,202,222,1377157,131,135,60,12,175,100,-83,135,264,60,18446744073709551505,0,18,1377046
fd00::202:2:2:2,18,0,3,201,222,1387590,132,136,60,12,174,100,-83,136,266,60,18446744073709551517,0,120,1387491
fd00::202:2:2:2,18,0,4,200,222,1398023,133,137,60,12,269,100,-83,137,268,60,18446744073709551501,0,64,1397908
fd00::202:2:2:2,18,0,3,201,222,1408456,134,138,60,12,191,100,-83,138,270,60,18446744073709551521,0,57,1408361
fd00::202:2:2:2,18,0,2,202,222,1418889,135,139,60,12,180,100,-83,139,272,60,18446744073709551477,0,38,1418750
fd00::202:2:2:2,18,0,2,202,222,1429322,136,140,60,12,181,100,-83,140,274,60,18446744073709551508,0,29,1429214
fd00::202:2:2:2,18,0,3,202,223,1439755,137,141,60,12,180,100,-83,141,276,60,18446744073709551512,0,29,1439651
fd00::202:2:2:2,18,0,2,202,222,1450188,138,143,60,12,176,100,-83,143,279,60,18446744073709551511,0,30,1450083
fd00::202:2:2:2,18,0,3,201,222,1460621,139,144,60,12,175,100,-83,144,281,60,18446744073709551504,0,30,1460509
fd00::202:2:2:2,18,0,3,201,222,1471054,140,145,60,12,181,100,-83,145,283,60,18446744073709551494,0,23,1470932
fd00::202:2:2:2,18,0,3,201,222,1481487,141,146,60,12,175,100,-83,146,285,60,18446744073709551502,0,79,1481373
fd00::202:2:2:2,18,0,3,201,222,1491920,142,147,60,12,188,100,-83,147,287,60,18446744073709551479,0,36,1491783
fd00::202:2:2:2,18,0,3,201,222,1502353,143,148,60,12,187,100,-83,148,289,60,18446744073709551477,0,23,1502214
fd00::202:2:2:2,18,0,2,202,222,1512786,144,149,60,12,180,100,-83,149,291,60,18446744073709551492,0,38,1512662
fd00::202:2:2:2,18,0,2,202,222,1523219,145,150,60,12,175,100,-83,150,293,60,18446744073709551496,0,38,1523099
fd00::202:2:2:2,18,0,3,202,223,1533652,146,151,60,12,174,100,-83,151,295,60,18446744073709551522,0,50,1533558
fd00::202:2:2:2,18,0,2,202,222,1544085,147,152,60,12,180,100,-83,152,297,60,18446744073709551515,0,30,1543984
fd00::202:2:2:2,18,0,2,202,222,1554518,148,153,60,12,175,100,-83,153,299,60,18446744073709551516,0,41,1554418
fd00::202:2:2:2,18,0,2,202,222,1564951,149,154,60,12,189,100,-83,154,301,60,18446744073709551501,0,31,1564836
fd00::202:2:2:2,18,0,2,202,222,1575384,150,155,60,12,180,100,-83,155,303,60,18446744073709551491,0,104,1575259
fd00::202:2:2:2,18,0,2,202,222,1585817,151,156,60,12,175,100,-83,156,305,60,18446744073709551496,0,27,1585697
fd00::202:2:2:2,18,0,2,202,222,1596250,152,157,60,12,189,100,-83,157,307,60,18446744073709551516,0,32,1596150
fd00::202:2:2:2,18,0,2,203,223,1606683,153,158,60,12,180,100,-83,158,309,60,18446744073709551508,0,29,1606575
fd00::202:2:2:2,18,0,2,202,222,1617116,154,159,60,12,182,100,-83,159,311,60,18446744073709551491,0,27,1616991
fd00::202:2:2:2,18,0,2,202,222,1627549,155,160,60,12,181,100,-83,160,313,60,18446744073709551477,0,95,1627410
fd00::202:2:2:2,18,0,2,202,222,1637982,156,161,60,12,175,100,-83,161,315,60,18446744073709551483,0,48,1637849
fd00::202:2:2:2,18,0,2,202,222,1648415,157,162,60,12,180,100,-83,162,317,60,18446744073709551512,0,24,1648311
fd00::202:2:2:2,18,0,2,202,222,1658848,158,163,60,12,175,100,-83,163,319,60,18446744073709551517,0,72,1658749
fd00::202:2:2:2,18,0,2,202,222,1669281,159,164,60,12,175,100,-83,164,321,60,18446744073709551478,0,21,1669143
fd00::202:2:2:2,18,0,2,202,222,1679714,160,165,60,12,182,100,-83,165,323,60,18446744073709551495,0,22,1679593
fd00::202:2:2:2,18,0,1,203,222,1690147,161,166,60,12,180,100,-83,167,325,60,18446744073709551493,0,54,1690024
fd00::202:2:2:2,18,0,3,201,222,1700580,162,168,60,12,175,100,-83,168,328,60,18446744073709551567,0,17,1700531
fd00::202:2:2:2,18,0,3,201,222,1711013,163,169,60,12,180,100,-83,169,330,60,18446744073709551490,0,23,1710887
fd00::202:2:2:2,18,0,2,203,223,1721446,164,170,60,12,180,100,-83,170,332,60,18446744073709551512,0,237,1721342
fd00::202:2:2:2,18,0,2,202,222,1731879,165,171,60,12,180,100,-83,171,334,60,18446744073709551480,0,69,1731743
fd00::202:2:2:2,18,0,2,202,222,1742312,166,172,60,12,175,100,-83,172,336,60,18446744073709551488,0,21,1742184
fd00::202:2:2:2,18,0,2,202,222,1752745,167,173,60,12,175,100,-83,173,338,60,18446744073709551568,0,37,1752697
fd00::202:2:2:2,18,0,3,202,223,1763178,168,174,60,12,180,100,-83,174,340,60,18446744073709551491,0,20,1763053
fd00::202:2:2:2,18,0,3,201,222,1773611,169,175,60,12,181,100,-83,175,342,60,18446744073709551503,0,38,1773498
fd00::202:2:2:2,18,0,2,202,222,1784044,170,176,60,12,266,100,-83,176,344,60,18446744073709551492,0,99,1783920
fd00::202:2:2:2,18,0,2,202,222,1794477,171,177,60,12,180,100,-83,177,346,60,18446744073709551493,0,39,1794354
fd00::202:2:2:2,18,0,2,202,222,1804910,172,178,60,12,175,100,-83,178,348,60,18446744073709551510,0,45,1804804
fd00::202:2:2:2,18,0,2,202,222,1815343,173,179,60,12,177,100,-83,179,350,60,18446744073709551540,0,57,1815267
fd00::202:2:2:2,18,0,2,202,222,1825776,174,180,60,12,188,100,-83,180,352,60,18446744073709551479,0,27,1825639
fd00::202:2:2:2,18,0,2,202,222,1836209,175,181,60,12,175,100,-83,181,354,60,18446744073709551488,0,57,1836081
fd00::202:2:2:2,18,0,2,202,222,1846642,176,182,60,12,175,100,-83,182,356,60,18446744073709551480,0,39,1846506
fd00::202:2:2:2,18,0,3,201,222,1857075,177,183,60,12,175,100,-83,183,358,60,18446744073709551494,0,45,1856953
fd00::202:2:2:2,18,0,3,201,222,1867508,178,184,60,12,181,100,-83,184,360,60,18446744073709551507,0,30,1867399
fd00::202:2:2:2,18,0,2,202,222,1877941,179,185,60,12,180,100,-83,185,362,60,18446744073709551478,0,30,1877803
fd00::202:2:2:2,18,0,2,202,222,1888374,180,186,60,12,175,100,-83,186,364,60,18446744073709551506,0,27,1888264
fd00::202:2:2:2,18,0,2,202,222,1898807,181,187,60,12,190,100,-83,187,366,60,18446744073709551503,0,36,1898694
fd00::202:2:2:2,18,0,2,202,222,1909240,182,188,60,12,179,100,-83,188,368,60,18446744073709551516,0,38,1909140
fd00::202:2:2:2,18,0,2,202,222,1919673,183,189,60,12,180,100,-83,189,370,60,18446744073709551510,0,36,1919567
fd00::202:2:2:2,18,0,3,201,222,1930106,184,190,60,12,181,100,-83,190,372,60,18446744073709551487,0,20,1929977
fd00::202:2:2:2,18,0,3,201,222,1940539,185,192,60,12,190,100,-83,192,375,60,18446744073709551573,0,57,1940496
fd00::202:2:2:2,18,0,3,201,222,1950972,186,193,60,12,190,100,-83,193,377,60,18446744073709551496,0,25,1950852
fd00::202:2:2:2,18,0,2,202,222,1961405,187,194,60,12,175,100,-83,194,379,60,18446744073709551511,0,71,1961300
fd00::202:2:2:2,18,0,2,202,222,1971838,188,195,60,12,180,100,-83,195,381,60,18446744073709551478,0,65,1971700
fd00::202:2:2:2,18,0,2,202,222,1982271,189,196,60,12,180,100,-83,196,383,60,18446744073709551481,0,84,1982136
fd00::202:2:2:2,18,0,2,202,222,1992704,190,197,60,12,195,100,-83,197,385,60,18446744073709551477,0,38,1992565
fd00::202:2:2:2,18,0,3,201,222,2003137,191,198,60,12,186,100,-83,198,387,60,18446744073709551516,0,33,2003037
fd00::202:2:2:2,18,0,2,202,222,2013570,192,199,60,12,180,100,-83,199,389,60,18446744073709551478,0,31,2013432
fd00::202:2:2:2,18,0,2,202,222,2024003,193,200,60,12,175,100,-83,200,391,60,18446744073709551515,0,64,2023902
fd00::202:2:2:2,18,0,2,202,222,2034436,194,201,60,12,181,100,-83,201,393,60,18446744073709551516,0,27,2034336
fd00::202:2:2:2,18,0,2,202,222,2044869,195,202,60,12,181,100,-83,202,395,60,18446744073709551483,0,29,2044736
fd00::202:2:2:2,18,0,2,202,222,2055302,196,203,60,12,180,100,-83,203,397,60,18446744073709551477,0,38,2055163
fd00::202:2:2:2,18,0,2,202,222,2065735,197,204,60,12,261,100,-83,204,399,60,18446744073709551504,0,68,2065623
fd00::202:2:2:2,18,0,2,202,222,2076168,198,205,60,12,175,100,-83,205,401,60,18446744073709551496,0,20,2076048
fd00::202:2:2:2,18,0,2,202,222,2086601,199,206,60,12,175,100,-83,206,403,60,18446744073709551487,0,17,2086472
fd00::202:2:2:2,18,0,3,201,222,2097034,200,207,60,12,186,100,-83,207,405,60,18446744073709551511,0,30,2096929
fd00::202:2:2:2,18,0,2,202,222,2107467,201,208,60,12,182,100,-83,208,407,60,18446744073709551504,0,30,2107355
fd00::202:2:2:2,18,0,2,202,222,2117900,202,209,60,12,180,100,-83,209,409,60,18446744073709551494,0,33,2117778
fd00::202:2:2:2,18,0,2,202,222,2128333,203,210,60,12,180,100,-83,210,411,60,18446744073709551504,0,35,2128221
fd00::202:2:2:2,18,0,2,202,222,2138766,204,211,60,12,180,100,-83,211,413,60,18446744073709551482,0,30,2138632
fd00::202:2:2:2,18,0,3,201,222,2149199,205,212,60,12,180,100,-83,212,415,60,18446744073709551503,0,29,2149086
fd00::202:2:2:2,18,0,3,201,222,2159632,206,213,60,12,175,100,-83,213,417,60,18446744073709551513,0,26,2159529
fd00::202:2:2:2,18,0,2,202,222,2170065,207,214,60,12,188,100,-83,214,419,60,18446744073709551494,0,75,2169943
fd00::202:2:2:2,18,0,3,201,222,2180498,208,216,60,12,180,100,-83,216,422,60,140,0,162,2180638
fd00::202:2:2:2,18,0,3,201,222,2190931,209,217,60,12,180,100,-83,217,424,60,18446744073709551520,0,32,2190835
fd00::202:2:2:2,18,0,2,202,222,2201364,210,218,60,12,175,100,-83,218,426,60,18446744073709551527,0,34,2201275
fd00::202:2:2:2,18,0,2,202,222,2211797,211,219,60,12,191,100,-83,219,428,60,18446744073709551482,0,71,2211663
fd00::202:2:2:2,18,0,2,202,222,2222230,212,220,60,12,180,100,-83,220,430,60,18446744073709551507,0,22,2222121
fd00::202:2:2:2,18,0,2,202,222,2232663,213,221,60,12,186,100,-83,221,432,60,18446744073709551491,0,34,2232538
fd00::202:2:2:2,18,0,3,201,222,2243096,214,222,60,12,179,100,-83,222,434,60,18446744073709551487,0,33,2242967
fd00::202:2:2:2,18,0,2,202,222,2253529,215,223,60,12,187,100,-83,223,436,60,18446744073709551496,0,66,2253409
fd00::202:2:2:2,18,0,2,202,222,2263962,216,224,60,12,175,100,-83,224,438,60,18446744073709551482,0,34,2263828
fd00::202:2:2:2,18,0,3,201,222,2274395,217,225,60,12,175,100,-83,225,440,60,18446744073709551486,0,20,2274265
fd00::202:2:2:2,18,0,2,202,222,2284828,218,226,60,12,181,100,-83,226,442,60,18446744073709551483,0,95,2284695
fd00::202:2:2:2,18,0,2,202,222,2295261,219,227,60,12,195,100,-83,227,444,60,18446744073709551498,0,47,2295143
fd00::202:2:2:2,18,0,2,202,222,2305694,220,228,60,12,180,100,-83,228,446,60,18446744073709551560,0,169,2305638
fd00::202:2:2:2,18,0,2,202,222,2316127,221,229,60,12,180,100,-83,229,448,60,18446744073709551512,0,33,2316023
fd00::202:2:2:2,18,0,3,202,223,2326560,222,230,60,12,180,100,-83,230,450,60,18446744073709551497,0,24,2326441
fd00::202:2:2:2,18,0,2,202,222,2336993,223,231,60,12,180,100,-83,231,452,60,18446744073709551508,0,20,2336885
